TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,61822,61822,PA,Los Alerces,Los Alerces,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,714.43,713.998473393436,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_Los_Alerces.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61823,61823,PA,Los Glaciares,Los Glaciares,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,1883.77,1898.05811498121,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61824,61824,PA,Nahuel Huapi,Nahuel Huapi,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,2253.8,2380.53031662711,Not Applicable,0,Designated,1934,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNNH_2019.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61827,61827,PA,Perito Moreno,Perito Moreno,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,319.47,320.021913296753,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNPFPM.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61847,61847,PA,Bosque Petrificado Sarmiento,Bosque Petrificado Sarmiento,Reserva Natural Turística,Tourist Nature Reserve,National,III,Not Applicable,Terrestrial,0,0,18.32,18.862783722565,Not Applicable,0,Designated,1973,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61849,61849,PA,El Leoncito,El Leoncito,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,897.06,901.718501754886,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,http://www.sib.gov.ar/archivos/PM_PN_EL_LEONCITO_completo.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61862,61862,PA,Mbotaby,Mbotaby,Reserva Ecológica,Ecological Reserve,National,VI,Not Applicable,Terrestrial,0,0,0.135,0.132419107306096,Not Applicable,0,Designated,1991,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61876,61876,PA,Carabajal,Carabajal,Reserva de Fauna Silvestre,Wildlife Reserve,National,IV,Not Applicable,Terrestrial,0,0,9.22,10.9951072874773,Not Applicable,0,Designated,1971,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61878,61878,PA,Mar Chiquita,Mar Chiquita,Reserva Natural de Uso Múltiple,Multiple Use Nature Reserve,National,VI,Not Applicable,Coastal,0,42.2291058900622,90.07,83.6519630524173,Not Reported,0,Designated,1989,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67757,67757,PA,Laguna de los Pozuelos,Laguna de los Pozuelos,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iii);(iv);(v);(vi)",Terrestrial,0,0,162.24,211.099478892057,Not Applicable,0,Designated,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented but is available,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67758,67758,PA,Parque Nacional Laguna Blanca,Parque Nacional Laguna Blanca,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,Not Reported,Terrestrial,0,0,112.5,112.457399126363,Not Applicable,0,Designated,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67759,67759,PA,Parque Nacional Rio Pilcomayo,Parque Nacional Rio Pilcomayo,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iv)",Terrestrial,0,0,518.89,515.013009099316,Not Applicable,0,Designated,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,81004,81004,PA,Alto Andina de la Chinchilla,Alto Andina de la Chinchilla,Reserva Provincial,Provincial Reserve,National,VI,Not Applicable,Terrestrial,0,0,3695.29,3217.00840560536,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,81005,81005,PA,Cerro Alcázar,Cerro Alcázar,Monumento Natural,Nature Monument,National,III,Not Applicable,Terrestrial,0,0,1,1.01605584346747,Not Applicable,0,Designated,1993,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,93409,93409,PA,Yabotí,Yabotí,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,2538,2280.88479151153,Not Applicable,0,Designated,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,95315,95315,PA,Reserva Costa Atlantica de Tierra del Fuego,Reserva Costa Atlantica de Tierra del Fuego,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,Not Reported,Terrestrial,0,32.9934365001778,286,794.261047024348,Not Applicable,0,Designated,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented and not available,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,95316,95316,PA,Reserva Provincial Laguna de Llancanelo,Reserva Provincial Laguna de Llancanelo,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(iii);(iv);(v)",Terrestrial,0,0,650,422.250642581638,Not Applicable,0,Designated,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97478,97478,PA,Rio Limay,Rio Limay,Área Natural Protegida - Paisaje Protegido,Protected Nature Area - Protected Landscape,National,V,Not Applicable,Terrestrial,0,0,155.14,170.075081002572,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97481,97481,PA,Bahía de San Antonio,Bahía de San Antonio,Paisaje Protegido,Protected Landscape,National,V,Not Applicable,Coastal,0,600.020122373499,808.56,807.788568389437,Not Reported,0,Designated,1993,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97482,97482,PA,Embalse Casa de Piedra,Embalse Casa de Piedra,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,46,89.4385752389248,Not Applicable,0,Designated,1993,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97483,97483,PA,Ría Azul - Lago Escondido,Ría Azul - Lago Escondido,Área Natural Protegida,Protected Nature Area,National,VI,Not Applicable,Terrestrial,0,0,495.26,766.374955653644,Not Applicable,0,Designated,1994,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97538,97538,PA,Guardaparque Horacio Foerster,Guardaparque Horacio Foerster,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,49.8,41.6376635291317,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97545,97545,PA,Mburucuyá,Mburucuyá,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,170.86,177.189382426808,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/pg_mburucuya.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97551,97551,PA,Don Carmelo,Don Carmelo,Reserva Privada,Private Reserve,National,VI,Not Applicable,Terrestrial,0,0,350,399.691239855551,Not Applicable,0,Designated,1993,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97554,97554,PA,Pre-Delta,Pre-Delta,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,26.08,26.7348006281502,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/IF_2019_81998897_PG_PN_PREDELTA.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97559,97559,PA,Lapacho Cué,Lapacho Cué,Refugio Privado de Vida Silvestre,Private Wildlife Refuge,National,VI,Not Applicable,Terrestrial,0,0,1.6,1.61723809737467,Not Applicable,0,Designated,1991,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,97563,97563,PA,San Miguel de la Frontera,San Miguel de la Frontera,Reserva Privada,Private Reserve,National,VI,Not Applicable,Terrestrial,0,0,55,52.0906897269675,Not Applicable,0,Designated,1993,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,98129,98129,PA,Costa Atlántica Tierra del Fuego,Costa Atlántica Tierra del Fuego,Reserva Hemisférica,Hemispheric Shorebird Reserve,National,IV,Not Applicable,Terrestrial,0,23.1409956304128,286,761.64019119807,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,109001,109001,PA,Humedal Laguna Melincué,Humedal Laguna Melincué,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(ii);(iv);(v);(vi)",Terrestrial,0,0,920,935.86408342732,Not Applicable,0,Designated,2008,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented and not available,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,109002,109002,PA,Lagunas Altoandinas y Puneñas de Catamarca,Lagunas Altoandinas y Puneñas de Catamarca,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(iii);(iv);(v);(vi)",Terrestrial,0,0,12281.75,10826.4370541381,Not Applicable,0,Designated,2009,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,http://sites.wetlands.org/reports/ris/6AR018.html,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,145501,145501,PA,Parque Atlántico Mar Chiquito,Parque Atlántico Mar Chiquito,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Coastal,0,44.1991025239037,265,286.227067562848,Not Reported,0,Designated,1996,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,145514,145514,PA,Bahía de Samborombón,Bahía de Samborombón,"Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(iii);(v)",Terrestrial,0,33.523838763667,2439.65,1826.20275031117,Not Applicable,0,Designated,1997,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented and not available,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,146616,146616,PA,Luís Honorio Rolón,Luís Honorio Rolón,Parque Natural Municipal,Municipal Nature Park,National,VI,Not Applicable,Terrestrial,0,0,0.06,0.133669780483889,Not Applicable,0,Designated,1996,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,146618,146618,PA,Piñalito,Piñalito,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,38.03,37.868483693345,Not Applicable,0,Designated,1993,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,146619,146619,PA,Cerro Azul,Cerro Azul,Reserva de Uso Múltiple,Multiple Use Reserve,National,VI,Not Applicable,Terrestrial,0,0,3.84,3.84624903819892,Not Applicable,0,Designated,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,146620,146620,PA,Cuartel Victoria,Cuartel Victoria,Reserva de Uso Múltiple,Multiple Use Reserve,National,VI,Not Applicable,Terrestrial,0,0,4,4.38183345598052,Not Applicable,0,Designated,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,146622,146622,PA,Fachinal,Fachinal,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,0.52,0.51300417745178,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,146711,146711,PA,San Antonio,San Antonio,Reserva Natural Estricta,Strict Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,4.8,4.78562922303699,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_RNE_SAN_ANTONIO.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166722,166722,PA,Los Cardones,Los Cardones,Parque Nacional,National Park,National,II,Not Applicable,Terrestrial,0,0,641.17,646.69518535036,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LosCardones.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166725,166725,PA,Urugua-í,Urugua-í,Reserva de Vida Silvestre,Wildlife Reserve,National,Ia,Not Applicable,Terrestrial,0,0,31.492,31.4932403792142,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166726,166726,PA,Lago Puelo,Lago Puelo,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,84.27,85.4340458512397,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,https://sib.gob.ar/archivos/PLAN_DE_GESTION_PN_LAGO_PUELO_2019_2029.pdf,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166727,166727,PA,Monte León,Monte León,Reserva Nacional,National Reserve,National,VI,Not Applicable,Terrestrial,0,0,65.49,65.5155729760553,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Administración de Parques Nacionales,Not Reported,State Verified,1935,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166732,166732,PA,Auca Mahuida,Auca Mahuida,Reserva Natural de Uso Múltiple,Multiple Use Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,770.2,764.363989210894,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166734,166734,PA,Manzano Historico,Manzano Historico,Reserva Cultural y Paisajística,Protected Nature and Cultural and Landscape Reserve,National,V,Not Applicable,Terrestrial,0,0,1,9.30468830968793,Not Applicable,0,Designated,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166784,166784,PA,Sierra Crovetto,Sierra Crovetto,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,10.88,10.2214128592417,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166785,166785,PA,Lago Urugua-i,Lago Urugua-i,Paisaje Protegido,Protected Landscape,National,V,Not Applicable,Terrestrial,0,0,80,120.141608910869,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,166786,166786,PA,Esmeralda,Esmeralda,Parque Provincial,Provincial Park,National,II,Not Applicable,Terrestrial,0,0,315.96,312.751519196266,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198291,198291,PA,Península Valdés,Península Valdés,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,(x),Coastal,0,3456.54240138627,3600,10037.7606333435,Not Reported,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198305,198305,PA,"Lagunas de Guanacache, Desaguadero y del Bebedero","Lagunas de Guanacache, Desaguadero y del Bebedero","Sitio Ramsar, Humedal de Importancia Internacional",Wetland of International Importance (Ramsar Site),International,Not Reported,"(i);(ii);(v);(vii)",Terrestrial,0,0,9623.7,9630.56031071332,Not Applicable,0,Designated,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Management plan is not implented and not available,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,220252,220252,PA,Delta del Parana,Delta del Parana,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,28.8333452340169,886,910.640007811504,Not Applicable,0,Designated,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,220253,220253,PA,Riacho Teuquito,Riacho Teuquito,Reserva de la Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,810,897.227705164886,Not Applicable,0,Designated,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,220291,220291,PA,Ischigualasto / Talampaya Natural Parks,Parques Naturales de Ischigualasto y Talampaya,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0,2753.69,2694.78823331868,Not Applicable,0,Inscribed,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300019,300019,PA,Apipé Grande,Apipé Grande,Reserva Natural Provincial,Provincial Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,27.5,47.0725174329513,Not Applicable,0,Designated,1994,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300021,300021,PA,Cañada Molina,Cañada Molina,Monumento Natural Provincial,Provincial Nature Monument,National,III,Not Applicable,Terrestrial,0,0,0.5,1.70166794195074,Not Applicable,0,Designated,1993,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300024,300024,PA,Caverna de las Brujas,Caverna de las Brujas,Reserva Natural,Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,4.51,1.30524729046758,Not Applicable,0,Designated,1990,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300029,300029,PA,Corpus,Corpus,Reserva Ictica,Ichthyic Reserve,National,VI,Not Applicable,Terrestrial,0,0,8.8272,8.34813052041309,Not Applicable,0,Designated,1978,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300031,300031,PA,Lago Epuyén,Lago Epuyén,Reserva Forestal,Forest Reserve,National,VI,Not Applicable,Terrestrial,0,0,200,189.156517168198,Not Applicable,0,Designated,2003,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300032,300032,PA,Cuña Pirú,Cuña Pirú,Reserva Privada,Private Reserve,National,Not Reported,Not Applicable,Terrestrial,0,0,54.9263,54.9134899192521,Not Applicable,0,Designated,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300035,300035,PA,El Mangrullo,El Mangrullo,Reserva de Uso Múltiple,Multiple Use Reserve,National,VI,Not Applicable,Terrestrial,0,0,92.4,87.5168005559834,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300042,300042,PA,Florencio de Basaldua,Florencio de Basaldua,Monumento Natural,Nature Monument,National,VI,Not Applicable,Terrestrial,0,0,2.49,2.49463766008322,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300049,300049,PA,Isla Leones,Isla Leones,Área de Uso Limitado Bajo Protección Especial,Limited Use Area Under Special Protection,National,VI,Not Applicable,Marine,0,11.7382143773937,11.5,11.7382143773937,Not Reported,0,Designated,1991,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,300054,300054,PA,Isla Pinguinos,Isla Pinguinos,Reserva Provincial,Provincial Reserve,National,VI,Not Applicable,Coastal,0,7.14823799820401,9.3,9.30531126464287,Not Reported,0,Designated,1992,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300057,300057,PA,La Angostura,La Angostura,Reserva Natural Estricta,Strict Nature Reserve,National,Ia,Not Applicable,Terrestrial,0,0,9.182,16.7173800235179,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300059,300059,PA,Lago Baggilt,Lago Baggilt,Área Natural Protegida,Protected Nature Area,National,VI,Not Applicable,Terrestrial,0,0,15,17.6537767736227,Not Applicable,0,Designated,1996,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300062,300062,PA,Laguna del Diamante,Laguna del Diamante,Reserva Natural,Nature Reserve,National,II,Not Applicable,Terrestrial,0,0,1920,1978.80094348196,Not Applicable,0,Designated,1994,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300064,300064,PA,Laguna Guatrache,Laguna Guatrache,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Terrestrial,0,0,85,54.6195617321655,Not Applicable,0,Designated,1991,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,300065,300065,PA,Laguna Leandro,Laguna Leandro,Monumento Natural,Nature Monument,National,III,Not Applicable,Terrestrial,0,0,2.9,3.52144882281591,Not Applicable,0,Designated,1985,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Reported,Not Applicable
